,Content ID,Content Type,Category,Rxn Type,Datetime,Score
20,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,peeking,2020-11-20 17:26:23,35
21,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,cherish,2021-04-11 17:35:49,70
22,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,cherish,2020-08-04 23:58:42,70
23,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,hate,2021-01-27 08:32:09,5
24,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,hate,2020-10-07 18:39:08,5
25,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,hate,2020-06-27 18:44:39,5
26,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,hate,2021-05-09 21:05:17,5
27,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,hate,2021-03-15 03:59:11,5
28,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,love,2020-08-04 05:05:02,65
29,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,indifferent,2020-11-07 08:36:27,20
30,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,indifferent,2021-02-24 11:37:57,20
31,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,indifferent,2021-05-24 03:21:13,20
32,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,indifferent,2020-08-23 10:30:37,20
33,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,super love,2021-02-24 05:09:23,75
34,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,super love,2020-08-28 03:57:20,75
35,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,super love,2021-01-24 11:03:43,75
36,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,super love,2021-02-02 03:43:43,75
37,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,intrigued,2021-01-31 16:03:56,45
38,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,intrigued,2020-08-25 08:21:56,45
39,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,worried,2021-04-11 20:47:13,12
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,worried,2021-03-02 19:21:19,12
41,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,worried,2021-05-10 09:27:42,12
42,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,like,2021-06-13 16:46:06,50
43,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,heart,2021-04-11 14:29:59,60
44,97522e57-d9ab-4bd6-97bf-c24d952602d2,photo,Studying,want,2021-02-13 07:54:01,70
45,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,disgust,2021-03-28 21:15:26,0
46,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,dislike,2020-06-25 17:01:58,10
47,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,scared,2021-02-11 04:53:56,15
48,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,peeking,2020-08-20 18:17:06,35
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,peeking,2020-08-20 07:59:11,35
50,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,hate,2021-03-08 10:40:53,5
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,hate,2021-05-25 01:00:28,5
52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,2021-05-05 16:26:43,65
53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,2020-08-31 00:21:56,65
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,love,2020-09-23 11:15:19,65
55,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,indifferent,2020-07-07 10:52:30,20
56,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,intrigued,2020-09-13 00:11:50,45
57,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,like,2021-03-15 12:17:43,50
58,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,like,2021-03-24 05:56:19,50
59,9f737e0a-3cdd-4d29-9d24-753f4e3be810,photo,healthy eating,heart,2021-06-16 03:02:28,60
60,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,disgust,2020-08-04 05:40:33,0
61,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,2021-05-11 08:38:47,10
62,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,2020-11-23 22:46:17,10
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,dislike,2021-04-23 23:41:18,10
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,scared,2020-09-20 08:48:13,15
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,scared,2020-12-11 14:08:51,15
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,2021-06-06 01:27:19,30
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,2021-05-09 02:42:43,30
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,2021-06-09 10:13:56,30
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,interested,2020-11-12 04:54:46,30
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,peeking,2020-11-12 08:00:05,35
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,cherish,2020-07-20 14:06:31,70
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,2020-12-07 19:13:23,5
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,2020-11-18 23:37:37,5
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,hate,2020-08-01 19:16:01,5
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,love,2020-10-29 19:41:49,65
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,super love,2020-08-03 16:41:04,75
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,super love,2021-03-04 23:58:54,75
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,worried,2020-08-04 19:26:08,12
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,like,2021-06-14 07:56:56,50
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,like,2021-06-05 18:00:42,50
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,2020-12-25 00:09:41,60
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,2020-06-21 16:57:09,60
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,heart,2021-05-14 12:47:27,60
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,want,2020-07-09 16:47:07,70
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,want,2020-11-13 00:33:42,70
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,2021-01-10 15:36:01,72
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,2020-10-24 12:15:34,72
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,2020-08-07 04:09:29,72
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,2020-10-23 21:19:27,72
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,photo,healthy eating,adore,2020-11-14 23:53:51,72
91,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,scared,2020-10-15 09:11:23,15
92,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,hate,2020-09-16 08:39:40,5
93,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,indifferent,2020-10-29 15:38:26,20
94,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,worried,2021-04-03 12:17:12,12
95,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,heart,2020-10-27 05:45:15,60
96,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,heart,2021-05-07 09:16:35,60
97,356fff80-da4d-4785-9f43-bc1261031dc6,photo,technology,want,2020-09-27 22:15:54,70
98,01ab84dd-6364-4236-abbb-3f237db77180,video,food,scared,2021-05-24 18:03:26,15
99,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,dislike,2020-11-04 21:25:52,10
100,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,dislike,2021-05-26 06:09:46,10
101,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,dislike,2021-02-25 03:16:57,10
102,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,interested,2021-02-25 20:02:53,30
103,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,interested,2021-01-03 08:44:25,30
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,peeking,2021-02-15 13:06:04,35
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,peeking,2020-07-21 02:12:26,35
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,peeking,2020-09-01 21:18:45,35
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,cherish,2021-02-16 04:01:15,70
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,cherish,2021-01-18 13:39:54,70
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,hate,2021-05-02 03:45:03,5
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,love,2020-06-23 22:12:03,65
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,indifferent,2021-01-06 00:35:24,20
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,indifferent,2020-10-24 14:06:32,20
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,intrigued,2020-12-07 22:50:16,45
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,worried,2021-05-27 15:21:54,12
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,like,2020-12-03 16:47:33,50
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,like,2021-05-22 21:03:24,50
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,want,2021-01-28 08:49:29,70
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,adore,2020-11-25 12:45:41,72
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,adore,2021-05-14 14:33:17,72
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,GIF,cooking,adore,2021-05-10 22:07:25,72
121,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,2021-01-14 07:21:32,0
122,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,2021-01-13 23:35:56,0
123,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,disgust,2021-02-11 20:10:20,0
124,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,dislike,2021-02-27 00:21:50,10
125,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,dislike,2020-12-26 19:46:34,10
126,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,2020-08-02 06:20:43,15
127,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,2021-03-02 22:47:19,15
128,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,2020-12-27 17:04:31,15
129,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,2021-02-11 03:51:01,15
130,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,scared,2020-11-25 13:01:22,15
131,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,2020-06-24 09:31:00,30
132,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,2021-06-14 13:44:48,30
133,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,2020-12-07 19:07:35,30
134,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,2020-12-28 08:31:27,30
135,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,2020-10-26 05:27:32,30
136,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,interested,2020-10-11 18:31:06,30
137,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,peeking,2020-09-16 07:33:24,35
138,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,cherish,2021-02-12 16:37:36,70
139,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,cherish,2020-08-03 06:29:58,70
140,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,2021-05-21 07:23:46,5
141,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,2021-02-07 21:39:16,5
142,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,hate,2020-10-17 11:46:24,5
143,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,love,2021-02-01 02:40:09,65
144,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,indifferent,2020-11-08 10:53:19,20
145,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,indifferent,2021-03-31 09:48:00,20
146,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,super love,2020-10-21 09:07:21,75
147,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,intrigued,2021-01-24 00:38:50,45
148,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,intrigued,2021-01-21 18:28:01,45
149,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,2021-03-18 01:53:44,12
150,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,2020-08-22 12:06:49,12
151,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,worried,2020-09-26 18:43:58,12
152,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,like,2021-03-28 23:25:16,50
153,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,like,2020-08-09 19:41:24,50
154,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,2021-04-28 15:22:49,60
155,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,2020-12-23 04:11:42,60
156,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,2021-03-06 05:23:29,60
157,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,2020-07-11 05:51:54,60
158,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,2021-03-19 16:23:19,60
159,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,heart,2020-11-02 20:15:03,60
160,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,2020-09-06 22:35:47,70
161,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,2021-06-04 04:57:36,70
162,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,2020-10-01 03:35:13,70
163,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,want,2021-02-07 15:59:10,70
164,3f8590c7-6ab2-4973-805a-90cdec355f05,video,dogs,adore,2021-01-30 09:36:48,72
165,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,super love,2021-02-05 17:00:19,75
166,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,worried,2020-07-25 00:00:21,12
167,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,heart,2021-02-19 16:29:59,60
168,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,video,technology,want,2021-03-31 15:24:36,70
169,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,cherish,2021-04-22 02:08:07,70
170,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,hate,2021-02-01 00:15:07,5
171,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,love,2021-06-04 14:36:48,65
172,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,love,2020-11-26 13:42:17,65
173,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,indifferent,2021-01-13 13:11:03,20
174,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,super love,2020-06-26 10:33:08,75
175,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,intrigued,2020-11-26 02:25:57,45
176,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,worried,2021-01-02 16:46:38,12
177,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,like,2020-08-15 18:16:38,50
178,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,want,2020-08-25 19:18:58,70
179,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,adore,2020-07-13 02:38:53,72
180,0bedca96-fb76-4287-a83c-17330ed39cce,photo,soccer,adore,2020-08-19 13:38:44,72
181,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,disgust,2021-05-27 01:44:22,0
182,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,disgust,2021-02-13 04:14:45,0
183,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,dislike,2021-03-29 06:57:35,10
184,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,dislike,2020-07-15 16:03:17,10
185,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,2021-03-04 02:46:37,15
186,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,2021-01-21 07:08:24,15
187,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,2021-01-31 13:48:15,15
188,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,2021-01-07 18:39:43,15
189,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,2021-04-15 13:50:58,15
190,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,scared,2020-11-07 00:47:34,15
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,peeking,2020-07-06 11:18:23,35
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,peeking,2021-06-14 11:45:51,35
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,cherish,2020-08-22 01:25:23,70
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,cherish,2021-04-24 06:56:18,70
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,hate,2020-12-24 03:24:57,5
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,hate,2020-11-21 08:24:23,5
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,love,2020-06-30 01:14:13,65
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,indifferent,2020-07-21 21:27:18,20
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,indifferent,2020-10-24 15:37:55,20
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,indifferent,2021-02-22 02:48:34,20
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,super love,2021-04-07 03:15:32,75
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,intrigued,2020-11-21 21:25:27,45
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,intrigued,2021-03-21 14:39:14,45
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,intrigued,2020-07-09 08:58:04,45
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,worried,2020-07-15 19:28:53,12
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,worried,2020-11-20 13:18:45,12
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,2020-11-02 06:09:02,50
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,2021-03-27 04:56:15,50
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,2020-10-08 17:23:39,50
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,like,2021-05-29 21:34:57,50
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,heart,2020-09-07 14:42:05,60
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,heart,2020-09-30 14:05:52,60
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,heart,2020-07-19 19:28:53,60
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,heart,2020-11-12 23:55:59,60
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,2021-04-14 00:56:54,70
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,2021-05-20 16:11:03,70
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,2021-02-21 05:01:29,70
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,want,2020-12-01 15:06:19,70
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,2021-01-07 14:08:59,72
220,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,2020-07-14 04:36:58,72
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,2020-06-26 23:45:10,72
222,b18cb63f-4c8e-44ee-a47f-541e95191d11,photo,public speaking,adore,2020-10-01 15:10:15,72
223,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,disgust,2020-11-07 08:49:52,0
224,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,scared,2020-10-31 21:46:10,15
225,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,scared,2021-04-21 00:21:08,15
226,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,cherish,2021-04-28 15:16:13,70
227,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,hate,2020-08-23 04:39:40,5
228,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,love,2020-08-02 21:20:42,65
229,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,love,2020-12-22 04:20:41,65
230,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,love,2021-03-26 05:42:40,65
231,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,indifferent,2021-01-31 00:54:10,20
232,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,super love,2020-06-30 13:08:43,75
233,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,super love,2020-10-25 02:39:21,75
234,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,intrigued,2020-07-28 07:01:21,45
235,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,intrigued,2020-10-15 12:09:51,45
236,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,intrigued,2020-07-19 10:33:01,45
237,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,intrigued,2020-07-06 02:08:44,45
238,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,worried,2020-07-05 03:37:53,12
239,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,like,2021-01-09 16:37:02,50
240,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,heart,2020-08-04 03:09:30,60
241,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,heart,2020-10-12 09:40:05,60
242,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,want,2020-12-12 12:22:24,70
243,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,adore,2020-08-29 11:37:51,72
244,5118e9c5-1377-4cc5-a486-65b35b7b7b76,GIF,science,adore,2021-04-17 22:45:10,72
245,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,disgust,2021-03-31 15:51:15,0
246,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,disgust,2020-09-11 16:22:49,0
247,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,disgust,2020-10-13 16:31:34,0
248,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,disgust,2020-07-23 19:31:31,0
249,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,dislike,2020-08-23 07:38:36,10
250,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,dislike,2020-12-03 08:08:06,10
251,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,scared,2021-03-29 19:03:01,15
252,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,scared,2020-07-29 10:40:21,15
253,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,interested,2020-08-27 18:36:22,30
254,0be59876-d70c-486c-8e0b-a06bef7a2cd6,GIF,tennis,peeking,2021-02-15 03:32:10,35
